m,n,quotient,rank_resolution,torsion_size,lift_argument,M_MAX_scan,date
2,1,E_3,ellrank,4,naive,100,2026-04-29
3,2,E_3,ellrank,4,naive,100,2026-04-29
4,1,E_3,ellrank,4,naive,100,2026-04-29
4,3,E_3,ellrank,4,naive,100,2026-04-29
5,4,E_3,modular_symbol,4,naive,100,2026-04-29
6,1,E_3,ellrank,4,naive,100,2026-04-29
6,5,E_3,modular_symbol,4,naive,100,2026-04-29
7,2,E_3,ellrank,4,naive,100,2026-04-29
7,4,E_uV,ellrank,8,refined,100,2026-04-29
7,6,E_3,ellrank,4,naive,100,2026-04-29
8,1,E_3,ellrank,4,naive,100,2026-04-29
8,3,E_uV,modular_symbol,8,refined,100,2026-04-29
9,2,E_3,ellrank,4,naive,100,2026-04-29
9,4,E_3,ellrank,4,naive,100,2026-04-29
9,8,E_3,ellrank,4,naive,100,2026-04-29
10,7,E_uV,ellrank,8,refined,100,2026-04-29
10,9,E_3,modular_symbol,4,naive,100,2026-04-29
11,2,E_3,ellrank,4,naive,100,2026-04-29
11,6,E_3,ellrank,4,naive,100,2026-04-29
12,1,E_3,ellrank,4,naive,100,2026-04-29
12,5,E_3,ellrank,4,naive,100,2026-04-29
12,7,E_3,modular_symbol,4,naive,100,2026-04-29
12,11,E_3,modular_symbol,4,naive,100,2026-04-29
13,2,E_3,ellrank,4,naive,100,2026-04-29
13,4,E_uV,modular_symbol,8,refined,100,2026-04-29
13,8,E_uV,ellrank,8,refined,100,2026-04-29
13,10,E_3,modular_symbol,4,naive,100,2026-04-29
13,12,E_3,modular_symbol,4,naive,100,2026-04-29
14,5,E_uV,ellrank,8,refined,100,2026-04-29
14,9,E_uV,ellrank,8,refined,100,2026-04-29
14,11,E_uV,ellrank,8,refined,100,2026-04-29
15,2,E_3,ellrank,4,naive,100,2026-04-29
15,14,E_3,modular_symbol,4,naive,100,2026-04-29
16,3,E_3,ellrank,4,naive,100,2026-04-29
16,5,E_uV,modular_symbol,8,refined,100,2026-04-29
16,7,E_uV,ellrank,8,refined,100,2026-04-29
16,11,E_3,ellrank,4,naive,100,2026-04-29
16,13,E_3,ellrank,4,naive,100,2026-04-29
16,15,E_3,modular_symbol,4,naive,100,2026-04-29
17,2,E_3,ellrank,4,naive,100,2026-04-29
17,4,E_3,ellrank,4,naive,100,2026-04-29
17,8,E_uV,modular_symbol,8,refined,100,2026-04-29
17,10,E_3,modular_symbol,4,naive,100,2026-04-29
18,1,E_uV,modular_symbol,8,refined,100,2026-04-29
18,5,E_uV,ellrank,8,refined,100,2026-04-29
18,7,E_uV,modular_symbol,8,refined,100,2026-04-29
18,11,E_3,ellrank,4,naive,100,2026-04-29
18,13,E_3,ellrank,4,naive,100,2026-04-29
19,2,E_uV,ellrank,8,refined,100,2026-04-29
19,4,E_3,ellrank,4,naive,100,2026-04-29
19,6,E_3,ellrank,4,naive,100,2026-04-29
19,8,E_uV,ellrank,8,refined,100,2026-04-29
19,12,E_3,modular_symbol,4,naive,100,2026-04-29
19,14,E_uV,ellrank,8,refined,100,2026-04-29
19,18,E_3,ellrank,4,naive,100,2026-04-29
20,1,E_3,modular_symbol,4,naive,100,2026-04-29
20,3,E_3,modular_symbol,4,naive,100,2026-04-29
20,7,E_3,modular_symbol,4,naive,100,2026-04-29
20,9,E_uV,ellrank,8,refined,100,2026-04-29
20,19,E_3,modular_symbol,4,naive,100,2026-04-29
21,2,E_uV,modular_symbol,8,refined,100,2026-04-29
21,8,E_3,ellrank,4,naive,100,2026-04-29
22,3,E_3,ellrank,4,naive,100,2026-04-29
22,5,E_uV,ellrank,8,refined,100,2026-04-29
22,9,E_3,ellrank,4,naive,100,2026-04-29
22,15,E_3,modular_symbol,4,naive,100,2026-04-29
22,17,E_3,ellrank,4,naive,100,2026-04-29
22,21,E_3,modular_symbol,4,naive,100,2026-04-29
23,2,E_uV,ellrank,8,refined,100,2026-04-29
23,10,E_3,ellrank,4,naive,100,2026-04-29
23,12,E_3,modular_symbol,4,naive,100,2026-04-29
23,14,E_3,ellrank,4,naive,100,2026-04-29
23,16,E_3,ellrank,4,naive,100,2026-04-29
23,18,E_3,ellrank,4,naive,100,2026-04-29
24,1,E_uV,modular_symbol,8,refined,100,2026-04-29
24,5,E_uV,modular_symbol,8,refined,100,2026-04-29
24,7,E_3,ellrank,4,naive,100,2026-04-29
24,13,E_uV,modular_symbol,8,refined,100,2026-04-29
24,19,E_3,modular_symbol,4,naive,100,2026-04-29
24,23,E_uV,modular_symbol,8,refined,100,2026-04-29
25,2,E_3,ellrank,4,naive,100,2026-04-29
25,6,E_3,modular_symbol,4,naive,100,2026-04-29
25,8,E_3,ellrank,4,naive,100,2026-04-29
25,12,E_uV,modular_symbol,8,refined,100,2026-04-29
25,16,E_uV,modular_symbol,8,refined,100,2026-04-29
25,22,E_3,modular_symbol,4,naive,100,2026-04-29
26,1,E_3,ellrank,4,naive,100,2026-04-29
26,3,E_3,ellrank,4,naive,100,2026-04-29
26,5,E_3,modular_symbol,4,naive,100,2026-04-29
26,9,E_3,ellrank,4,naive,100,2026-04-29
26,11,E_3,ellrank,4,naive,100,2026-04-29
26,19,E_uV,ellrank,8,refined,100,2026-04-29
26,21,E_3,modular_symbol,4,naive,100,2026-04-29
26,23,E_uV,modular_symbol,8,refined,100,2026-04-29
27,2,E_uV,modular_symbol,8,refined,100,2026-04-29
27,4,E_uV,modular_symbol,8,refined,100,2026-04-29
27,8,E_3,ellrank,4,naive,100,2026-04-29
27,10,E_3,ellrank,4,naive,100,2026-04-29
27,16,E_uV,ellrank,8,refined,100,2026-04-29
27,20,E_uV,modular_symbol,8,refined,100,2026-04-29
27,26,E_3,ellrank,4,naive,100,2026-04-29
28,1,E_3,ellrank,4,naive,100,2026-04-29
28,5,E_uV,modular_symbol,8,refined,100,2026-04-29
28,11,E_3,ellrank,4,naive,100,2026-04-29
28,13,E_uV,modular_symbol,8,refined,100,2026-04-29
28,17,E_uV,modular_symbol,8,refined,100,2026-04-29
28,19,E_3,modular_symbol,4,naive,100,2026-04-29
28,23,E_3,ellrank,4,naive,100,2026-04-29
28,25,E_3,modular_symbol,4,naive,100,2026-04-29
29,2,E_3,modular_symbol,4,naive,100,2026-04-29
29,4,E_uV,modular_symbol,8,refined,100,2026-04-29
29,8,E_3,ellrank,4,naive,100,2026-04-29
29,12,E_3,modular_symbol,4,naive,100,2026-04-29
29,14,E_3,ellrank,4,naive,100,2026-04-29
29,16,E_3,ellrank,4,naive,100,2026-04-29
29,20,E_3,modular_symbol,4,naive,100,2026-04-29
29,26,E_3,ellrank,4,naive,100,2026-04-29
29,28,E_3,modular_symbol,4,naive,100,2026-04-29
30,1,E_3,ellrank,4,naive,100,2026-04-29
30,7,E_uV,ellrank,8,refined,100,2026-04-29
30,13,E_3,modular_symbol,4,naive,100,2026-04-29
30,19,E_3,modular_symbol,4,naive,100,2026-04-29
30,23,E_3,modular_symbol,4,naive,100,2026-04-29
31,6,E_3,ellrank,4,naive,100,2026-04-29
31,8,E_3,ellrank,4,naive,100,2026-04-29
31,12,E_uV,ellrank,8,refined,100,2026-04-29
31,18,E_3,ellrank,4,naive,100,2026-04-29
31,20,E_3,modular_symbol,4,naive,100,2026-04-29
31,22,E_3,ellrank,4,naive,100,2026-04-29
31,24,E_uV,ellrank,8,refined,100,2026-04-29
31,28,E_3,modular_symbol,4,naive,100,2026-04-29
31,30,E_3,modular_symbol,4,naive,100,2026-04-29
32,1,E_3,ellrank,4,naive,100,2026-04-29
32,3,E_3,ellrank,4,naive,100,2026-04-29
32,9,E_uV,modular_symbol,8,refined,100,2026-04-29
32,11,E_uV,ellrank,8,refined,100,2026-04-29
32,13,E_uV,modular_symbol,8,refined,100,2026-04-29
32,17,E_3,ellrank,4,naive,100,2026-04-29
32,19,E_uV,ellrank,8,refined,100,2026-04-29
32,27,E_uV,modular_symbol,8,refined,100,2026-04-29
32,29,E_3,ellrank,4,naive,100,2026-04-29
32,31,E_uV,modular_symbol,8,refined,100,2026-04-29
33,2,E_uV,ellrank,8,refined,100,2026-04-29
33,8,E_uV,modular_symbol,8,refined,100,2026-04-29
33,10,E_3,modular_symbol,4,naive,100,2026-04-29
33,20,E_3,modular_symbol,4,naive,100,2026-04-29
33,26,E_3,modular_symbol,4,naive,100,2026-04-29
33,28,E_3,modular_symbol,4,naive,100,2026-04-29
34,3,E_3,ellrank,4,naive,100,2026-04-29
34,5,E_3,ellrank,4,naive,100,2026-04-29
34,7,E_3,modular_symbol,4,naive,100,2026-04-29
34,9,E_uV,ellrank,8,refined,100,2026-04-29
34,31,E_uV,ellrank,8,refined,100,2026-04-29
34,33,E_3,modular_symbol,4,naive,100,2026-04-29
35,6,E_3,ellrank,4,naive,100,2026-04-29
35,12,E_3,modular_symbol,4,naive,100,2026-04-29
35,26,E_3,modular_symbol,4,naive,100,2026-04-29
35,32,E_3,modular_symbol,4,naive,100,2026-04-29
35,34,E_uV,ellrank,8,refined,100,2026-04-29
36,1,E_3,ellrank,4,naive,100,2026-04-29
36,5,E_3,modular_symbol,4,naive,100,2026-04-29
36,13,E_3,modular_symbol,4,naive,100,2026-04-29
36,23,E_uV,ellrank,8,refined,100,2026-04-29
36,35,E_3,modular_symbol,4,naive,100,2026-04-29
37,4,E_3,ellrank,4,naive,100,2026-04-29
37,8,E_3,ellrank,4,naive,100,2026-04-29
37,12,E_uV,modular_symbol,8,refined,100,2026-04-29
37,14,E_uV,modular_symbol,8,refined,100,2026-04-29
37,16,E_3,ellrank,4,naive,100,2026-04-29
37,20,E_uV,ellrank,8,refined,100,2026-04-29
37,22,E_3,ellrank,4,naive,100,2026-04-29
37,26,E_uV,ellrank,8,refined,100,2026-04-29
37,36,E_3,modular_symbol,4,naive,100,2026-04-29
38,1,E_3,ellrank,4,naive,100,2026-04-29
38,3,E_3,ellrank,4,naive,100,2026-04-29
38,9,E_3,ellrank,4,naive,100,2026-04-29
38,13,E_3,ellrank,4,naive,100,2026-04-29
38,17,E_uV,ellrank,8,refined,100,2026-04-29
38,31,E_uV,ellrank,8,refined,100,2026-04-29
38,37,E_3,ellrank,4,naive,100,2026-04-29
39,4,E_uV,ellrank,8,refined,100,2026-04-29
39,8,E_3,modular_symbol,4,naive,100,2026-04-29
39,10,E_3,modular_symbol,4,naive,100,2026-04-29
39,14,E_3,ellrank,4,naive,100,2026-04-29
39,22,E_3,ellrank,4,naive,100,2026-04-29
39,32,E_3,modular_symbol,4,naive,100,2026-04-29
39,38,E_uV,ellrank,8,refined,100,2026-04-29
40,9,E_uV,modular_symbol,8,refined,100,2026-04-29
40,13,E_uV,ellrank,8,refined,100,2026-04-29
40,17,E_uV,modular_symbol,8,refined,100,2026-04-29
40,19,E_3,modular_symbol,4,naive,100,2026-04-29
40,21,E_3,modular_symbol,4,naive,100,2026-04-29
40,23,E_3,modular_symbol,4,naive,100,2026-04-29
40,31,E_uV,ellrank,8,refined,100,2026-04-29
40,39,E_3,modular_symbol,4,naive,100,2026-04-29
41,4,E_3,ellrank,4,naive,100,2026-04-29
41,6,E_3,ellrank,4,naive,100,2026-04-29
41,10,E_uV,modular_symbol,8,refined,100,2026-04-29
41,12,E_3,modular_symbol,4,naive,100,2026-04-29
41,16,E_3,ellrank,4,naive,100,2026-04-29
41,20,E_3,modular_symbol,4,naive,100,2026-04-29
41,28,E_3,ellrank,4,naive,100,2026-04-29
41,30,E_uV,ellrank,8,refined,100,2026-04-29
41,32,E_3,modular_symbol,4,naive,100,2026-04-29
41,34,E_uV,ellrank,8,refined,100,2026-04-29
41,36,E_uV,ellrank,8,refined,100,2026-04-29
41,38,E_3,modular_symbol,4,naive,100,2026-04-29
41,40,E_3,modular_symbol,4,naive,100,2026-04-29
42,1,E_3,modular_symbol,4,naive,100,2026-04-29
42,5,E_3,modular_symbol,4,naive,100,2026-04-29
42,11,E_3,ellrank,4,naive,100,2026-04-29
42,17,E_3,modular_symbol,4,naive,100,2026-04-29
42,19,E_uV,ellrank,8,refined,100,2026-04-29
42,25,E_3,modular_symbol,4,naive,100,2026-04-29
42,31,E_uV,ellrank,8,refined,100,2026-04-29
43,2,E_3,ellrank,4,naive,100,2026-04-29
43,4,E_3,ellrank,4,naive,100,2026-04-29
43,12,E_3,modular_symbol,4,naive,100,2026-04-29
43,14,E_3,ellrank,4,naive,100,2026-04-29
43,16,E_uV,ellrank,8,refined,100,2026-04-29
43,18,E_uV,modular_symbol,8,refined,100,2026-04-29
43,20,E_3,modular_symbol,4,naive,100,2026-04-29
43,22,E_3,ellrank,4,naive,100,2026-04-29
43,26,E_3,modular_symbol,4,naive,100,2026-04-29
43,28,E_3,modular_symbol,4,naive,100,2026-04-29
43,30,E_uV,ellrank,8,refined,100,2026-04-29
43,32,E_3,ellrank,4,naive,100,2026-04-29
43,38,E_3,ellrank,4,naive,100,2026-04-29
44,1,E_3,ellrank,4,naive,100,2026-04-29
44,7,E_3,ellrank,4,naive,100,2026-04-29
44,13,E_3,modular_symbol,4,naive,100,2026-04-29
44,19,E_uV,modular_symbol,8,refined,100,2026-04-29
44,21,E_3,modular_symbol,4,naive,100,2026-04-29
44,25,E_3,modular_symbol,4,naive,100,2026-04-29
44,41,E_uV,ellrank,8,refined,100,2026-04-29
45,2,E_3,modular_symbol,4,naive,100,2026-04-29
45,22,E_3,modular_symbol,4,naive,100,2026-04-29
45,26,E_3,modular_symbol,4,naive,100,2026-04-29
45,28,E_3,ellrank,4,naive,100,2026-04-29
45,34,E_uV,ellrank,8,refined,100,2026-04-29
45,38,E_uV,ellrank,8,refined,100,2026-04-29
45,44,E_3,modular_symbol,4,naive,100,2026-04-29
46,3,E_uV,modular_symbol,8,refined,100,2026-04-29
46,5,E_3,ellrank,4,naive,100,2026-04-29
46,9,E_3,ellrank,4,naive,100,2026-04-29
46,17,E_uV,ellrank,8,refined,100,2026-04-29
46,19,E_3,ellrank,4,naive,100,2026-04-29
46,21,E_3,modular_symbol,4,naive,100,2026-04-29
46,25,E_3,modular_symbol,4,naive,100,2026-04-29
46,27,E_3,modular_symbol,4,naive,100,2026-04-29
46,29,E_3,ellrank,4,naive,100,2026-04-29
46,31,E_3,ellrank,4,naive,100,2026-04-29
46,35,E_3,modular_symbol,4,naive,100,2026-04-29
46,39,E_uV,ellrank,8,refined,100,2026-04-29
46,41,E_3,ellrank,4,naive,100,2026-04-29
47,2,E_3,ellrank,4,naive,100,2026-04-29
47,6,E_uV,ellrank,8,refined,100,2026-04-29
47,8,E_3,ellrank,4,naive,100,2026-04-29
47,24,E_3,modular_symbol,4,naive,100,2026-04-29
47,30,E_3,modular_symbol,4,naive,100,2026-04-29
47,32,E_3,ellrank,4,naive,100,2026-04-29
47,34,E_3,ellrank,4,naive,100,2026-04-29
47,36,E_3,modular_symbol,4,naive,100,2026-04-29
47,40,E_uV,ellrank,8,refined,100,2026-04-29
47,42,E_3,ellrank,4,naive,100,2026-04-29
48,7,E_3,ellrank,4,naive,100,2026-04-29
48,19,E_3,ellrank,4,naive,100,2026-04-29
48,23,E_3,modular_symbol,4,naive,100,2026-04-29
48,47,E_3,modular_symbol,4,naive,100,2026-04-29
49,2,E_3,ellrank,4,naive,100,2026-04-29
49,4,E_3,ellrank,4,naive,100,2026-04-29
49,6,E_uV,ellrank,8,refined,100,2026-04-29
49,10,E_3,ellrank,4,naive,100,2026-04-29
49,12,E_3,ellrank,4,naive,100,2026-04-29
49,16,E_3,ellrank,4,naive,100,2026-04-29
49,20,E_3,modular_symbol,4,naive,100,2026-04-29
49,24,E_3,ellrank,4,naive,100,2026-04-29
49,26,E_3,ellrank,4,naive,100,2026-04-29
49,32,E_3,ellrank,4,naive,100,2026-04-29
49,36,E_3,ellrank,4,naive,100,2026-04-29
49,38,E_3,ellrank,4,naive,100,2026-04-29
49,40,E_3,modular_symbol,4,naive,100,2026-04-29
49,44,E_3,modular_symbol,4,naive,100,2026-04-29
49,46,E_uV,ellrank,8,refined,100,2026-04-29
50,3,E_3,ellrank,4,naive,100,2026-04-29
50,7,E_3,modular_symbol,4,naive,100,2026-04-29
50,9,E_3,modular_symbol,4,naive,100,2026-04-29
50,11,E_3,ellrank,4,naive,100,2026-04-29
50,13,E_3,ellrank,4,naive,100,2026-04-29
50,17,E_3,modular_symbol,4,naive,100,2026-04-29
50,19,E_3,modular_symbol,4,naive,100,2026-04-29
50,21,E_uV,ellrank,8,refined,100,2026-04-29
50,27,E_3,modular_symbol,4,naive,100,2026-04-29
50,31,E_3,modular_symbol,4,naive,100,2026-04-29
50,39,E_uV,ellrank,8,refined,100,2026-04-29
50,41,E_3,ellrank,4,naive,100,2026-04-29
50,43,E_3,modular_symbol,4,naive,100,2026-04-29
50,47,E_3,modular_symbol,4,naive,100,2026-04-29
51,2,E_3,ellrank,4,naive,100,2026-04-29
51,4,E_3,modular_symbol,4,naive,100,2026-04-29
51,8,E_uV,ellrank,8,refined,100,2026-04-29
51,10,E_3,ellrank,4,naive,100,2026-04-29
51,14,E_3,ellrank,4,naive,100,2026-04-29
51,16,E_3,modular_symbol,4,naive,100,2026-04-29
51,20,E_3,modular_symbol,4,naive,100,2026-04-29
51,22,E_3,ellrank,4,naive,100,2026-04-29
51,38,E_3,ellrank,4,naive,100,2026-04-29
51,46,E_3,ellrank,4,naive,100,2026-04-29
51,50,E_3,modular_symbol,4,naive,100,2026-04-29
52,1,E_uV,ellrank,8,refined,100,2026-04-29
52,3,E_3,modular_symbol,4,naive,100,2026-04-29
52,7,E_3,modular_symbol,4,naive,100,2026-04-29
52,19,E_3,modular_symbol,4,naive,100,2026-04-29
52,23,E_3,ellrank,4,naive,100,2026-04-29
52,27,E_3,modular_symbol,4,naive,100,2026-04-29
52,29,E_3,modular_symbol,4,naive,100,2026-04-29
52,31,E_3,modular_symbol,4,naive,100,2026-04-29
52,33,E_3,modular_symbol,4,naive,100,2026-04-29
52,41,E_3,modular_symbol,4,naive,100,2026-04-29
52,47,E_3,modular_symbol,4,naive,100,2026-04-29
53,2,E_3,ellrank,4,naive,100,2026-04-29
53,10,E_3,modular_symbol,4,naive,100,2026-04-29
53,14,E_3,ellrank,4,naive,100,2026-04-29
53,16,E_3,ellrank,4,naive,100,2026-04-29
53,20,E_3,modular_symbol,4,naive,100,2026-04-29
53,22,E_uV,modular_symbol,8,refined,100,2026-04-29
53,26,E_3,modular_symbol,4,naive,100,2026-04-29
53,28,E_3,modular_symbol,4,naive,100,2026-04-29
53,32,E_uV,ellrank,8,refined,100,2026-04-29
53,36,E_3,modular_symbol,4,naive,100,2026-04-29
53,38,E_3,ellrank,4,naive,100,2026-04-29
53,42,E_uV,ellrank,8,refined,100,2026-04-29
53,50,E_3,modular_symbol,4,naive,100,2026-04-29
54,1,E_uV,ellrank,8,refined,100,2026-04-29
54,7,E_3,ellrank,4,naive,100,2026-04-29
54,11,E_3,ellrank,4,naive,100,2026-04-29
54,13,E_3,modular_symbol,4,naive,100,2026-04-29
54,17,E_3,ellrank,4,naive,100,2026-04-29
54,19,E_uV,ellrank,8,refined,100,2026-04-29
54,25,E_uV,ellrank,8,refined,100,2026-04-29
54,29,E_3,ellrank,4,naive,100,2026-04-29
54,31,E_3,ellrank,4,naive,100,2026-04-29
54,37,E_uV,ellrank,8,refined,100,2026-04-29
54,41,E_3,ellrank,4,naive,100,2026-04-29
54,47,E_3,ellrank,4,naive,100,2026-04-29
54,49,E_3,ellrank,4,naive,100,2026-04-29
54,53,E_uV,modular_symbol,8,refined,100,2026-04-29
55,2,E_3,ellrank,4,naive,100,2026-04-29
55,4,E_3,modular_symbol,4,naive,100,2026-04-29
55,6,E_3,modular_symbol,4,naive,100,2026-04-29
55,12,E_3,modular_symbol,4,naive,100,2026-04-29
55,14,E_uV,ellrank,8,refined,100,2026-04-29
55,18,E_3,ellrank,4,naive,100,2026-04-29
55,26,E_3,modular_symbol,4,naive,100,2026-04-29
55,34,E_uV,ellrank,8,refined,100,2026-04-29
55,36,E_uV,ellrank,8,refined,100,2026-04-29
55,42,E_3,modular_symbol,4,naive,100,2026-04-29
55,46,E_uV,ellrank,8,refined,100,2026-04-29
55,48,E_3,modular_symbol,4,naive,100,2026-04-29
56,3,E_3,ellrank,4,naive,100,2026-04-29
56,5,E_3,ellrank,4,naive,100,2026-04-29
56,13,E_3,modular_symbol,4,naive,100,2026-04-29
56,17,E_3,ellrank,4,naive,100,2026-04-29
56,19,E_3,ellrank,4,naive,100,2026-04-29
56,23,E_3,modular_symbol,4,naive,100,2026-04-29
56,29,E_3,modular_symbol,4,naive,100,2026-04-29
56,33,E_3,ellrank,4,naive,100,2026-04-29
56,45,E_3,modular_symbol,4,naive,100,2026-04-29
56,47,E_3,modular_symbol,4,naive,100,2026-04-29
56,53,E_3,ellrank,4,naive,100,2026-04-29
56,55,E_3,modular_symbol,4,naive,100,2026-04-29
57,2,E_uV,ellrank,8,refined,100,2026-04-29
57,4,E_3,ellrank,4,naive,100,2026-04-29
57,20,E_3,modular_symbol,4,naive,100,2026-04-29
57,22,E_3,modular_symbol,4,naive,100,2026-04-29
57,26,E_3,modular_symbol,4,naive,100,2026-04-29
57,28,E_3,ellrank,4,naive,100,2026-04-29
57,44,E_3,ellrank,4,naive,100,2026-04-29
57,46,E_uV,ellrank,8,refined,100,2026-04-29
57,52,E_3,modular_symbol,4,naive,100,2026-04-29
58,1,E_3,modular_symbol,4,naive,100,2026-04-29
58,3,E_3,ellrank,4,naive,100,2026-04-29
58,21,E_uV,ellrank,8,refined,100,2026-04-29
58,23,E_3,ellrank,4,naive,100,2026-04-29
58,25,E_3,modular_symbol,4,naive,100,2026-04-29
58,27,E_3,ellrank,4,naive,100,2026-04-29
58,31,E_3,modular_symbol,4,naive,100,2026-04-29
58,33,E_3,ellrank,4,naive,100,2026-04-29
58,35,E_3,modular_symbol,4,naive,100,2026-04-29
58,47,E_uV,ellrank,8,refined,100,2026-04-29
58,49,E_uV,ellrank,8,refined,100,2026-04-29
58,53,E_3,ellrank,4,naive,100,2026-04-29
58,55,E_3,modular_symbol,4,naive,100,2026-04-29
59,4,E_3,ellrank,4,naive,100,2026-04-29
59,6,E_uV,ellrank,8,refined,100,2026-04-29
59,8,E_3,modular_symbol,4,naive,100,2026-04-29
59,10,E_3,modular_symbol,4,naive,100,2026-04-29
59,12,E_3,modular_symbol,4,naive,100,2026-04-29
59,14,E_3,ellrank,4,naive,100,2026-04-29
59,16,E_3,ellrank,4,naive,100,2026-04-29
59,20,E_3,modular_symbol,4,naive,100,2026-04-29
59,26,E_3,ellrank,4,naive,100,2026-04-29
59,30,E_3,ellrank,4,naive,100,2026-04-29
59,34,E_uV,ellrank,8,refined,100,2026-04-29
59,38,E_3,modular_symbol,4,naive,100,2026-04-29
59,44,E_3,modular_symbol,4,naive,100,2026-04-29
59,52,E_uV,ellrank,8,refined,100,2026-04-29
59,54,E_3,ellrank,4,naive,100,2026-04-29
59,58,E_3,ellrank,4,naive,100,2026-04-29
60,7,E_3,modular_symbol,4,naive,100,2026-04-29
60,11,E_3,modular_symbol,4,naive,100,2026-04-29
60,19,E_3,modular_symbol,4,naive,100,2026-04-29
60,31,E_3,modular_symbol,4,naive,100,2026-04-29
60,47,E_uV,ellrank,8,refined,100,2026-04-29
60,59,E_3,modular_symbol,4,naive,100,2026-04-29
61,2,E_3,modular_symbol,4,naive,100,2026-04-29
61,4,E_uV,ellrank,8,refined,100,2026-04-29
61,6,E_3,ellrank,4,naive,100,2026-04-29
61,8,E_3,ellrank,4,naive,100,2026-04-29
61,16,E_3,modular_symbol,4,naive,100,2026-04-29
61,22,E_3,ellrank,4,naive,100,2026-04-29
61,24,E_3,ellrank,4,naive,100,2026-04-29
61,26,E_3,ellrank,4,naive,100,2026-04-29
61,30,E_3,modular_symbol,4,naive,100,2026-04-29
61,36,E_3,modular_symbol,4,naive,100,2026-04-29
61,42,E_3,modular_symbol,4,naive,100,2026-04-29
61,46,E_3,modular_symbol,4,naive,100,2026-04-29
61,48,E_3,modular_symbol,4,naive,100,2026-04-29
61,60,E_3,modular_symbol,4,naive,100,2026-04-29
62,3,E_3,ellrank,4,naive,100,2026-04-29
62,7,E_3,ellrank,4,naive,100,2026-04-29
62,9,E_3,ellrank,4,naive,100,2026-04-29
62,19,E_uV,ellrank,8,refined,100,2026-04-29
62,23,E_uV,ellrank,8,refined,100,2026-04-29
62,29,E_3,modular_symbol,4,naive,100,2026-04-29
62,35,E_uV,ellrank,8,refined,100,2026-04-29
62,37,E_3,ellrank,4,naive,100,2026-04-29
62,39,E_3,ellrank,4,naive,100,2026-04-29
62,41,E_uV,ellrank,8,refined,100,2026-04-29
62,43,E_uV,ellrank,8,refined,100,2026-04-29
62,45,E_3,modular_symbol,4,naive,100,2026-04-29
62,47,E_3,ellrank,4,naive,100,2026-04-29
62,49,E_uV,ellrank,8,refined,100,2026-04-29
62,55,E_3,modular_symbol,4,naive,100,2026-04-29
62,57,E_3,ellrank,4,naive,100,2026-04-29
63,2,E_3,ellrank,4,naive,100,2026-04-29
63,4,E_3,modular_symbol,4,naive,100,2026-04-29
63,16,E_3,ellrank,4,naive,100,2026-04-29
63,32,E_3,modular_symbol,4,naive,100,2026-04-29
63,34,E_3,ellrank,4,naive,100,2026-04-29
63,50,E_uV,ellrank,8,refined,100,2026-04-29
63,58,E_3,modular_symbol,4,naive,100,2026-04-29
64,1,E_3,ellrank,4,naive,100,2026-04-29
64,3,E_3,ellrank,4,naive,100,2026-04-29
64,9,E_3,ellrank,4,naive,100,2026-04-29
64,11,E_3,ellrank,4,naive,100,2026-04-29
64,13,E_3,modular_symbol,4,naive,100,2026-04-29
64,15,E_3,modular_symbol,4,naive,100,2026-04-29
64,21,E_3,ellrank,4,naive,100,2026-04-29
64,25,E_3,ellrank,4,naive,100,2026-04-29
64,31,E_3,ellrank,4,naive,100,2026-04-29
64,37,E_3,ellrank,4,naive,100,2026-04-29
64,41,E_3,ellrank,4,naive,100,2026-04-29
64,43,E_3,modular_symbol,4,naive,100,2026-04-29
64,47,E_3,ellrank,4,naive,100,2026-04-29
64,51,E_3,ellrank,4,naive,100,2026-04-29
64,53,E_3,ellrank,4,naive,100,2026-04-29
64,59,E_3,modular_symbol,4,naive,100,2026-04-29
64,63,E_3,modular_symbol,4,naive,100,2026-04-29
65,2,E_3,modular_symbol,4,naive,100,2026-04-29
65,4,E_3,modular_symbol,4,naive,100,2026-04-29
65,8,E_3,modular_symbol,4,naive,100,2026-04-29
65,14,E_3,modular_symbol,4,naive,100,2026-04-29
65,22,E_uV,ellrank,8,refined,100,2026-04-29
65,36,E_3,modular_symbol,4,naive,100,2026-04-29
65,44,E_3,modular_symbol,4,naive,100,2026-04-29
65,58,E_3,modular_symbol,4,naive,100,2026-04-29
65,64,E_3,modular_symbol,4,naive,100,2026-04-29
66,1,E_3,ellrank,4,naive,100,2026-04-29
66,7,E_uV,ellrank,8,refined,100,2026-04-29
66,17,E_3,modular_symbol,4,naive,100,2026-04-29
66,19,E_3,ellrank,4,naive,100,2026-04-29
66,25,E_3,ellrank,4,naive,100,2026-04-29
66,31,E_3,modular_symbol,4,naive,100,2026-04-29
66,37,E_uV,ellrank,8,refined,100,2026-04-29
66,41,E_3,modular_symbol,4,naive,100,2026-04-29
66,43,E_3,ellrank,4,naive,100,2026-04-29
66,47,E_3,modular_symbol,4,naive,100,2026-04-29
66,49,E_3,ellrank,4,naive,100,2026-04-29
66,53,E_3,ellrank,4,naive,100,2026-04-29
66,61,E_uV,ellrank,8,refined,100,2026-04-29
66,65,E_3,modular_symbol,4,naive,100,2026-04-29
67,2,E_uV,ellrank,8,refined,100,2026-04-29
67,4,E_uV,ellrank,8,refined,100,2026-04-29
67,6,E_uV,ellrank,8,refined,100,2026-04-29
67,8,E_3,ellrank,4,naive,100,2026-04-29
